"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","ProductDescription"
"S3","MEX","273","Mexico","WLD"," World",1993,"Export",6,40906,"Stone/sand/gravel"
"S3","MEX","273","Mexico","WLD"," World",1993,"Import",5,18300,"Stone/sand/gravel"
"S3","MEX","273","Mexico","WLD"," World",2007,"Export",6,85721.815,"Stone/sand/gravel"
"S3","MEX","273","Mexico","WLD"," World",2007,"Import",5,55098.266,"Stone/sand/gravel"
"S3","MEX","274","Mexico","WLD"," World",1993,"Export",6,27343,"Sulphur/unroastd pyrites"
"S3","MEX","274","Mexico","WLD"," World",1993,"Import",5,7377,"Sulphur/unroastd pyrites"
"S3","MEX","274","Mexico","WLD"," World",2007,"Export",6,15298.193,"Sulphur/unroastd pyrites"
"S3","MEX","274","Mexico","WLD"," World",2007,"Import",5,20046.897,"Sulphur/unroastd pyrites"
"S3","MEX","277","Mexico","WLD"," World",1993,"Export",6,533,"Natural abrasives n.e.s."
"S3","MEX","277","Mexico","WLD"," World",1993,"Import",5,2621,"Natural abrasives n.e.s."
"S3","MEX","277","Mexico","WLD"," World",2007,"Export",6,404.275,"Natural abrasives n.e.s."
"S3","MEX","277","Mexico","WLD"," World",2007,"Import",5,4015.559,"Natural abrasives n.e.s."
"S3","MEX","278","Mexico","WLD"," World",1993,"Export",6,123186,"Other crude minerals"
"S3","MEX","278","Mexico","WLD"," World",1993,"Import",5,119801,"Other crude minerals"
"S3","MEX","278","Mexico","WLD"," World",2007,"Export",6,252064.076,"Other crude minerals"
"S3","MEX","278","Mexico","WLD"," World",2007,"Import",5,236850.76,"Other crude minerals"
"S3","MEX","281","Mexico","WLD"," World",1993,"Export",6,708,"Iron ore/concentrates"
"S3","MEX","281","Mexico","WLD"," World",1993,"Import",5,697,"Iron ore/concentrates"
"S3","MEX","281","Mexico","WLD"," World",2007,"Export",6,79841.827,"Iron ore/concentrates"
"S3","MEX","281","Mexico","WLD"," World",2007,"Import",5,214721.729,"Iron ore/concentrates"
"S3","MEX","282","Mexico","WLD"," World",1993,"Export",6,48339,"Ferrous waste/scrap"
"S3","MEX","282","Mexico","WLD"," World",1993,"Import",5,103285,"Ferrous waste/scrap"
"S3","MEX","282","Mexico","WLD"," World",2007,"Export",6,393829.779,"Ferrous waste/scrap"
"S3","MEX","282","Mexico","WLD"," World",2007,"Import",5,368502.435,"Ferrous waste/scrap"
"S3","MEX","283","Mexico","WLD"," World",1993,"Export",6,18035,"Copper ores/concentrates"
"S3","MEX","283","Mexico","WLD"," World",1993,"Import",5,33123,"Copper ores/concentrates"
"S3","MEX","283","Mexico","WLD"," World",2007,"Export",6,270296.888,"Copper ores/concentrates"
"S3","MEX","283","Mexico","WLD"," World",2007,"Import",5,329.303,"Copper ores/concentrates"
"S3","MEX","284","Mexico","WLD"," World",1993,"Import",5,97,"Nickel ores/concs/etc"
